CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
539,31,31,Female,Same as sex,4 years of college,Web and digital interface designers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.902661906341345,-0.499001035771908,0.774638565367804,212.066108175335,12,5.22388059701493,TRUE,FALSE,English,141,5,5,4,4,4,5,6,6,5,6,2,3,4,2,3,4,2,4,4,5,3,2,3,5,3,3,6,5,2,4,3,3,6,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,6,6,6,7,6,6,7,6,6,6,6,6,6,6,4,1,1,2,2,1,2,1,4,1,1,2,1,2,1,2,5,3,2,4,4,6,6,7,6,3,5,6,4,1,1,1,1,1,5,2,1,4,1,1,1,2,1,1,1,1,1,1,5,5,4,3,3,2,5,2,2,5,5,6,4,4,3,6,5,7,6,6,2,3,3,1,1,1,6,3,4,4,4,4,5,6,3,5,6,5,6,1,6,5,7,7,6,2,4,5,6,2,4,4,6,6,6,5,5,6,5,5,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,2,5,5
544,22,22,Female,Same as sex,4 years of college,Medical and health services managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.86636702586414,-0.694143863550044,0.792795175177305,161.378748853559,9,8.48134328358209,TRUE,FALSE,English,4,4,4,5,5,5,4,6,6,5,6,4,1,3,2,3,3,4,3,4,3,3,4,5,6,2,2,2,2,2,4,2,5,6,6,6,4,3,4,2,3,2,4,4,5,4,4,4,3,5,6,6,5,5,6,6,6,5,4,5,4,4,6,5,5,6,6,2,2,1,1,1,6,1,1,2,4,1,2,1,2,2,2,6,5,4,6,4,2,6,5,5,2,6,6,6,3,5,5,4,4,6,3,3,5,3,3,5,3,5,6,5,6,6,5,3,4,3,3,2,4,3,2,3,3,4,4,3,3,3,5,3,4,5,5,6,3,6,6,6,6,6,5,4,6,6,3,6,7,4,4,3,5,6,6,6,6,6,6,6,6,6,4,3,3,5,4,4,5,5,3,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,5,6,6,6,4,4,6
547,28,28,Male,Same as sex,5+ years of college,Executive secretaries and executive administrative assistants,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.795921773235079,-0.468669194111801,0.567829721022997,168.182000822991,6,5.12686567164179,TRUE,FALSE,English,336,5,3,5,4,6,4,6,6,6,6,2,3,2,3,3,3,3,4,4,3,4,4,3,5,5,5,3,5,4,5,4,4,5,1,4,5,2,2,2,2,2,2,5,5,4,6,4,5,5,5,4,5,4,4,5,5,5,4,5,6,5,5,5,4,5,4,4,1,2,2,2,6,4,2,3,2,1,4,3,2,3,1,5,4,5,4,5,6,4,5,5,4,5,5,5,5,5,5,4,4,3,3,3,5,4,4,5,4,5,5,5,5,3,4,5,5,4,5,3,3,4,3,5,6,5,5,5,5,4,5,5,5,6,6,4,3,3,5,4,5,5,6,5,7,7,7,7,7,6,4,3,5,5,6,6,5,5,4,4,5,6,4,5,5,4,3,5,4,4,6,5,5,5,4,4,5,6,6,6,6,5,7,6,5,4,5,4,4,6,5,5,5
562,58,58,Male,Same as sex,5+ years of college,Social and community service managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.718740412927555,-0.749089965087845,0.833130909117332,227.389073244546,11,3.3134328358209,TRUE,FALSE,English,3533,7,7,7,7,7,7,6,6,6,6,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,7,6,7,7,1,1,1,2,4,1,1,1,1,1,1,1,1,5,3,5,5,4,5,4,5,5,3,3,5,3,5,5,5,5,2,1,7,1,2,2,2,2,2,1,1,1,1,2,1,1,5,5,6,5,5,6,5,4,3,6,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,5,6,5,6,7,4,5,1,1,1,1,4,4,2,7,7,6,7,7,1,1,4,7,7,2,5,1,7,4,4,2,4,7,4,2,3,3,3,1,1,6,6,6,6,7,7,7,7,6,4,7,7,4,7,7,7,7,7,7,7,6,7,7
550,40,40,Female,Same as sex,4 years of college,Graphic designers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.636135592605073,-0.2357402101552,0.763623427935064,248.169463101426,11,4.42910447761194,TRUE,FALSE,English,1955,6,6,6,5,7,6,6,7,6,4,1,3,1,2,5,7,5,5,7,6,6,6,2,3,2,4,2,3,2,7,3,3,7,7,7,7,5,1,5,7,7,6,5,7,6,2,6,3,5,7,7,5,7,7,7,7,7,7,7,7,6,7,7,7,7,6,3,1,1,4,1,3,2,1,4,1,3,1,1,2,1,1,3,5,7,3,7,7,1,6,6,7,5,7,7,7,5,5,6,5,5,6,5,7,7,3,5,7,5,7,7,6,3,6,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,2,2,3,1,5,3,1,5,1,5,7,7,7,7,7,5,1,2,7,7,2,5,3,7,7,6,1,1,3,3,5,7,6,3,5,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
551,36,36,Male,"Other, please specify",1 year of college,Actors,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.498817388498099,-0.408267595135001,0.524993986289492,205.406054139721,7,3.13805970149254,TRUE,FALSE,English,2536,7,7,4,7,4,4,4,3,2,3,2,4,4,6,3,2,2,2,2,2,2,2,3,2,3,5,6,4,4,5,5,2,7,7,7,4,7,2,6,7,7,5,1,3,1,4,1,1,1,6,5,6,6,6,6,5,6,5,4,5,4,5,6,3,5,6,2,4,3,6,5,5,5,3,6,3,6,4,2,5,4,6,3,2,3,3,4,5,3,5,3,4,5,3,6,4,5,6,5,1,1,3,5,2,6,1,1,5,6,2,4,2,1,2,5,5,5,3,2,5,5,6,5,5,5,6,4,2,4,1,1,3,2,5,1,1,1,1,1,1,4,1,1,6,4,5,6,6,1,2,6,5,6,1,1,1,7,5,5,1,1,1,7,5,2,4,6,6,4,4,2,2,1,2,3,4,3,4,6,6,4,3,3,1,2,6,7,4,6,4,4,5
553,31,31,Male,Same as sex,5+ years of college,Public relations and fundraising managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.654409398538526,-0.110978415827726,0.442524239622194,231.668841141918,10,9.87686567164179,TRUE,FALSE,English,68,6,6,6,7,7,7,5,5,4,5,1,4,4,4,6,2,2,2,3,5,3,2,4,6,4,5,6,2,5,6,4,4,6,2,6,4,5,2,4,2,3,2,6,6,6,6,6,2,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,3,4,4,2,3,6,4,4,3,4,5,3,1,5,3,4,6,4,5,6,4,5,5,4,2,5,6,5,5,1,2,3,5,6,2,5,4,2,6,3,4,4,6,4,6,2,5,5,5,5,5,6,3,5,6,6,6,4,5,6,2,2,6,6,2,4,6,6,4,6,5,5,4,1,7,5,6,6,6,4,7,7,4,2,4,6,7,7,6,6,7,6,7,6,7,5,6,2,2,6,6,6,2,6,2,5,6,5,5,5,4,5,5,5,5,5,6,6,5,5,6,5,6,4,7,6
555,41,41,Female,Same as sex,5+ years of college,"Lawyers, and judges, magistrates, and other judicial workers",United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.773384053701616,-0.953312506157202,0.898896019245043,188.413347049835,14,5.07462686567164,TRUE,FALSE,English,2640,6,6,6,7,4,4,6,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,1,2,6,4,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,6,5,6,4,4,5,5,6,4,4,6,6,6,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,4,2,7,6,4,6,6,3,6,7,6,5,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,1,1,4,1,4,1,7,7,1,7,7,2,6,5,6,4,1,6,3,4,1,4,5,6,7,6,2,7,5,4,6,6,4,7,5,6,4,6,6,4,1,2,1,1,1,1,6,5,6,6,6,6,6,6,4,6,7,4,4,4,4,6,4,6,4,6,6,2,6
943,34,34,Female,Same as sex,4 years of college,Writers and authors,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.832694827480621,-0.195265352825686,0.679407290188804,224.98479513562,8,38.2910447761194,TRUE,FALSE,English,578,4,6,1,6,2,2,6,6,6,6,3,4,3,6,3,2,4,4,5,4,3,3,5,5,5,4,4,6,5,7,6,3,6,4,6,5,3,2,5,5,6,4,3,2,1,2,3,2,1,6,6,7,6,7,7,7,7,6,6,6,6,6,6,6,6,7,4,1,4,3,4,6,2,2,3,1,4,3,4,3,3,5,3,5,5,2,5,6,5,5,5,5,5,7,6,5,1,2,1,1,5,5,2,5,1,1,7,2,6,3,1,1,3,3,6,3,6,6,4,7,6,5,5,6,6,6,7,4,6,3,4,5,6,5,3,4,3,6,3,2,4,4,3,4,4,6,7,6,3,1,4,7,6,6,5,5,7,4,6,3,4,5,5,2,6,5,6,6,5,5,2,5,3,6,6,6,6,5,6,7,7,5,5,6,6,5,6,6,5,4,5,6
683,31,31,Female,Same as sex,3 years of college,Executive secretaries and executive administrative assistants,United States,Other race,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.890752788956532,-0.474533569721695,0.717251701677391,235.619234365722,4,8.84701492537313,TRUE,FALSE,English,37,2,3,4,4,4,4,5,6,6,5,1,1,3,2,6,4,2,2,2,3,4,3,2,3,4,3,2,3,4,6,3,4,4,6,7,5,1,2,2,2,2,2,1,4,4,1,2,2,2,6,5,5,6,6,5,6,6,6,5,5,5,6,6,6,5,6,2,3,1,4,1,3,1,1,2,2,1,3,2,2,3,1,2,6,4,5,6,6,6,6,2,6,5,5,6,4,2,5,6,3,4,4,4,2,5,2,6,2,4,2,5,6,3,2,6,6,2,2,5,6,6,5,2,4,5,6,5,2,6,5,4,5,6,6,5,5,6,6,4,5,5,6,6,6,7,7,7,7,4,4,1,6,6,5,5,2,6,6,5,5,6,6,2,3,4,4,4,5,3,6,5,6,6,6,6,6,6,6,5,6,5,5,6,7,6,6,6,6,7,4,5,6
946,37,37,Female,Same as sex,2 years of college,Administrative services managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.819475153385552,-0.23995978212047,0.52143850417052,187.327208151844,6,16.3208955223881,TRUE,FALSE,English,59,7,7,7,7,7,7,5,4,3,4,2,3,4,1,3,2,3,2,2,2,5,5,3,2,3,4,6,7,4,7,5,6,6,7,7,7,5,2,4,3,4,4,4,5,4,3,5,2,4,5,6,6,4,7,6,5,4,5,6,5,6,5,5,6,6,5,3,2,2,2,2,4,2,2,3,2,2,2,1,2,3,2,5,3,4,4,5,6,3,5,3,7,5,6,5,6,2,6,4,1,1,4,2,4,5,1,2,5,2,5,4,1,2,3,4,5,3,2,3,5,4,4,3,5,3,4,4,3,5,5,5,6,6,5,2,2,1,3,2,3,5,1,2,6,6,6,6,7,2,2,2,6,6,2,5,3,6,7,4,4,3,2,5,5,4,3,4,6,4,4,2,2,3,3,3,3,3,3,7,3,5,5,4,4,3,5,6,5,5,2,5,2
560,29,29,Female,Same as sex,3 years of college,"Laborers and freight, stock, and material movers, hand",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.519512677444753,-0.258581194438863,0.569471791344648,183.407372699209,5,3.73134328358209,TRUE,FALSE,English,2100,5,5,4,4,6,5,4,3,3,4,2,5,4,5,3,3,3,2,4,3,3,2,2,3,5,3,5,3,5,6,5,7,7,6,7,6,3,2,3,4,3,4,1,4,1,2,4,1,1,5,5,4,5,5,5,4,5,6,4,5,4,5,6,5,5,6,4,5,3,4,4,3,3,3,2,4,4,3,2,4,4,3,3,3,5,3,5,5,5,6,5,5,6,4,3,3,5,6,3,3,3,5,3,6,3,3,5,6,5,5,3,4,3,6,6,4,5,6,5,5,3,5,6,4,5,4,6,3,4,3,5,5,5,6,2,4,4,5,3,3,6,4,3,6,6,6,7,7,3,2,4,7,6,3,4,5,7,6,6,4,4,4,5,6,6,6,5,4,6,2,2,2,3,2,3,1,2,1,2,4,4,3,2,2,2,4,3,4,4,4,5,4
564,41,41,Male,Same as sex,5+ years of college,Chemical engineers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.720626343952414,-0.564972756525745,0.811607194433517,227.442415414679,8,8.33955223880597,TRUE,FALSE,English,561,7,7,5,6,5,7,6,6,6,6,2,1,3,2,2,2,2,2,6,6,5,5,2,6,6,2,2,2,3,6,2,3,3,3,6,1,2,1,3,2,2,3,1,2,2,2,3,1,2,6,6,6,6,6,6,6,3,7,6,6,6,6,6,6,6,6,2,1,2,2,1,2,2,2,3,2,1,2,1,1,2,1,6,5,3,5,2,6,6,2,2,6,6,7,7,7,3,5,2,2,5,3,4,5,2,2,2,2,5,5,2,2,1,2,3,6,3,3,2,3,3,3,3,3,3,5,3,5,3,6,2,3,3,3,7,7,7,6,3,3,3,3,6,6,6,6,6,7,3,2,4,3,7,5,5,6,6,2,6,2,6,7,6,2,7,3,5,6,2,5,3,5,6,5,6,6,6,6,5,6,6,6,6,6,6,3,6,3,5,3,5,6
565,38,38,Female,Same as sex,4 years of college,Editors,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.796919941787175,-0.861744715225885,0.786902706402388,179.8677309039,14,3.48507462686567,TRUE,FALSE,English,3142,4,5,4,4,4,4,4,3,4,4,1,1,2,1,2,2,2,1,3,3,2,2,2,4,2,1,2,1,1,4,1,4,6,7,7,7,1,1,1,2,2,1,1,1,1,1,1,1,1,5,5,4,6,5,6,1,2,4,4,6,6,6,4,4,6,6,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,5,5,7,5,5,5,6,6,6,6,3,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,4,6,6,6,6,3,3,4,4,2,3,1,1,2,6,7,6,6,7,2,1,2,6,7,1,1,1,7,7,1,1,1,2,4,2,4,2,2,1,3,6,6,5,5,5,4,4,4,4,4,5,5,3,5,2,5,4,4,2,4,4,4,6
566,24,24,Female,Same as sex,4 years of college,"Child, family, and school social workers",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.66187856579928,-0.504248910818577,0.702529262476662,214.628731256935,5,4.23507462686567,TRUE,FALSE,English,211,6,6,2,6,3,1,3,4,4,5,1,1,3,4,2,3,5,2,5,3,2,3,4,4,4,3,5,3,3,6,3,5,6,5,5,5,1,1,2,2,1,1,1,2,1,1,1,1,1,6,5,3,5,5,6,7,6,6,6,6,6,5,4,6,5,6,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,4,2,7,5,3,5,3,1,5,3,7,6,6,6,5,1,5,5,2,2,3,5,1,6,3,5,5,5,1,5,5,1,3,5,5,5,1,4,5,6,5,3,4,4,5,3,3,3,6,5,5,6,6,2,3,3,6,5,2,5,4,2,6,5,6,6,7,1,1,3,6,7,1,3,4,7,6,6,2,2,2,6,5,2,3,5,5,4,6,5,5,4,3,3,5,6,3,4,6,6,3,6,4,5,6,6,6,6,6,6,7
570,47,47,Female,Same as sex,4 years of college,"Food preparation and serving related workers, all other",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.838791369356369,-0.62275933946709,0.824710376199028,189.572993371896,7,3.67537313432836,TRUE,FALSE,English,2497,6,7,5,7,6,6,4,2,3,4,2,1,4,4,2,1,1,1,2,3,2,2,2,3,2,3,6,2,2,6,1,3,7,7,6,6,3,1,5,5,1,2,1,1,1,1,1,1,1,7,6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,7,2,1,1,2,2,2,1,3,2,1,2,1,1,2,1,1,7,6,6,7,6,5,6,4,5,5,5,4,4,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,5,6,6,6,6,2,4,1,3,1,1,2,1,2,6,6,7,5,6,1,4,2,6,7,3,2,5,7,7,4,1,2,3,2,6,7,7,2,6,7,6,6,4,5,5,3,5,4,2,6,4,6,3,5,5,7,6,6,5,6,3,1,6
569,50,50,Male,Same as sex,4 years of college,Computer and information systems managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.929915087071183,-0.502236345753015,0.654166043585367,240.319228940766,7,12.4626865671642,TRUE,FALSE,English,347,6,6,2,6,4,4,4,7,6,6,1,1,2,1,4,1,2,2,2,4,4,2,3,4,5,5,4,3,6,7,3,1,5,6,7,2,5,3,5,3,1,4,1,1,1,1,1,1,1,6,5,6,6,6,7,4,2,6,6,6,4,6,6,6,5,4,4,1,5,1,2,3,1,1,4,6,4,1,1,1,1,2,2,7,3,5,5,6,5,6,5,6,6,5,5,1,4,5,5,1,2,2,2,4,4,1,1,2,4,6,5,5,2,2,2,3,2,1,2,1,1,2,1,1,4,1,3,4,4,6,3,2,6,3,6,5,5,6,3,4,6,6,7,4,4,5,5,5,3,3,6,5,7,6,7,7,7,6,6,4,7,6,2,1,6,3,2,5,4,7,6,6,6,6,6,6,7,6,6,7,4,3,7,6,6,4,7,6,5,1,7,6
583,43,43,Male,Same as sex,5+ years of college,Education and childcare administrators,United States,Other race,"Yes, Mexican, Mexican Am., Chicano",0,-0.767789907059224,-0.559425207719143,0.702651219865396,225.010713460985,7,4.22014925373134,TRUE,FALSE,English,175,6,5,6,7,6,6,5,5,5,6,6,6,6,5,2,2,2,3,2,3,2,2,2,3,2,2,3,3,3,6,2,7,6,6,6,7,2,2,1,2,2,2,4,3,2,4,2,3,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,3,3,2,3,2,3,1,3,3,3,3,2,5,5,4,5,5,5,5,5,5,6,3,3,5,5,3,2,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,3,2,3,6,6,6,6,6,6,6,5,6,6,6,6,4,7,6,5,6,6,6,4,3,5,6,6,7,6,2,6,2,7,6,6,7,5,4,5,2,3,5,3,6,6,6,6,6,6,7,6,6,7,6,7,5,6,2,7,2,7,2,6,3,6,2
572,50,50,Male,Same as sex,4 years of college,Marketing managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.815547267887821,-0.936506981956881,0.927068316514185,174.021607379907,11,4.62313432835821,TRUE,FALSE,English,163,3,2,5,5,6,6,5,6,5,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,6,6,7,6,1,1,1,1,1,1,2,2,2,2,2,2,2,5,6,5,5,6,6,5,6,5,6,5,5,5,5,5,5,6,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,6,5,6,5,4,6,6,4,5,2,7,6,4,6,2,2,2,1,2,1,2,1,3,2,1,1,1,1,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,2,4,3,5,6,6,2,2,2,1,1,1,2,2,2,4,6,6,6,6,2,2,3,5,6,6,5,2,7,7,4,2,2,2,6,1,4,2,2,2,1,6,6,6,6,6,6,6,5,6,5,6,5,2,6,6,7,6,6,6,6,6,6,6
926,30,30,Female,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.544501703447073,-0.519128134356205,0.763256106023608,245.771610634678,17,3.47761194029851,TRUE,FALSE,English,800,5,5,4,6,6,6,5,2,5,5,2,1,2,1,2,2,1,1,6,6,5,2,2,2,3,3,4,2,3,5,3,4,6,7,7,6,2,2,2,2,2,2,4,2,1,5,5,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,1,3,1,1,2,1,2,2,2,2,7,4,2,4,6,4,5,6,1,6,6,6,5,3,5,5,5,1,1,5,6,6,1,2,2,5,6,6,5,2,1,4,4,4,5,5,4,5,5,4,5,4,4,5,4,2,6,2,6,6,6,5,2,3,5,5,4,5,2,4,5,5,5,6,7,4,1,5,7,7,4,6,6,7,7,6,1,3,2,5,2,5,6,5,6,6,,,,,,,,,,,,,,,,,,,,,,,
578,25,25,Female,Same as sex,4 years of college,"Library assistants, clerical",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.76849188946359,-0.527027288050941,0.810096468713373,189.306687148842,5,4.27238805970149,TRUE,FALSE,English,4399,5,3,5,6,3,3,4,5,5,5,2,2,3,2,2,2,1,1,5,5,2,2,1,3,3,2,4,2,1,4,1,6,6,7,6,6,2,2,2,2,3,1,1,2,1,1,1,1,1,6,5,5,5,5,7,6,5,6,6,6,6,5,6,6,7,6,2,2,1,4,2,2,1,2,3,2,2,2,1,3,2,3,3,5,5,5,5,3,6,6,5,6,7,7,7,2,1,3,3,1,1,5,2,2,5,1,5,2,2,1,2,3,2,1,6,6,5,3,6,6,5,6,3,6,6,5,5,5,6,5,6,6,5,5,2,3,2,3,3,2,4,5,5,6,5,5,6,7,1,1,1,6,7,2,5,4,7,7,6,2,3,2,6,5,7,6,6,6,7,5,6,3,3,3,3,2,3,3,2,5,2,2,5,3,6,3,6,5,5,5,5,6
582,31,31,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.843442411589287,-0.186016791514304,0.622595202539856,188.526998001245,7,6.62686567164179,TRUE,FALSE,English,380,6,6,4,5,5,4,3,4,5,3,2,4,4,2,4,4,3,3,5,6,3,5,6,5,6,3,5,3,3,5,5,4,5,7,5,6,3,3,5,5,4,4,1,1,1,1,1,1,1,6,4,4,5,5,7,6,6,4,5,6,6,5,6,6,6,6,2,3,2,6,3,4,2,2,5,2,4,2,3,4,2,3,3,5,5,5,5,5,5,4,5,5,2,5,5,2,2,4,3,2,2,4,2,4,4,1,1,5,4,2,3,4,1,2,5,6,5,5,4,5,4,5,6,6,4,5,4,4,3,1,3,2,4,5,2,1,2,4,3,1,2,3,3,6,4,4,6,6,2,2,4,6,7,2,5,5,6,6,5,4,2,4,5,3,6,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,
581,41,41,Male,Same as sex,5+ years of college,Education and childcare administrators,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.896470815786531,-0.21460304239677,0.761050374455363,195.268705890476,5,3.36194029850746,TRUE,FALSE,English,519,6,6,5,6,5,6,4,4,5,3,1,2,3,1,2,2,2,1,3,1,3,2,2,6,3,2,5,1,2,4,3,5,6,3,6,5,1,1,2,2,4,2,2,1,1,1,2,1,1,6,5,5,5,5,7,5,5,6,5,6,5,5,7,6,6,6,3,1,3,2,3,2,1,1,2,3,2,3,1,3,2,3,5,1,1,5,6,2,5,5,5,2,7,3,5,2,1,5,5,4,5,4,2,3,6,1,3,3,3,5,5,1,1,1,5,5,5,4,3,5,5,6,6,5,5,4,6,5,5,4,5,6,2,6,4,5,5,4,3,3,5,4,5,5,5,6,6,6,2,2,4,6,6,5,6,5,7,6,5,5,5,5,5,2,6,3,2,3,3,5,5,3,3,3,4,4,3,5,3,5,4,5,5,4,5,6,6,5,5,4,4,5
584,24,25,Female,Same as sex,4 years of college,"Nurse practitioners, and nurse midwives",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.769806875535623,-0.481445150153286,0.705542500485607,237.005519557204,12,5.7910447761194,TRUE,FALSE,English,3,5,6,6,6,6,7,6,6,6,6,2,1,2,2,2,5,3,3,4,3,5,5,3,6,2,4,2,6,2,6,5,6,7,5,7,6,3,2,2,3,2,3,3,3,5,5,5,3,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,3,4,3,3,1,6,2,2,2,4,2,3,2,2,2,1,3,3,4,5,2,3,3,3,2,3,4,2,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,2,3,5,3,5,5,6,4,5,6,6,5,5,5,6,5,6,6,3,4,5,6,6,6,6,6,5,7,6,5,5,6,3,6,3,5,5,3,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,5,6,5,6,6,6,6
