item_a,item_b,correlation,partition
i am relaxed most of the time.,i would not enjoy a job that involves a lot of social interaction.,-0.136703135,train
i can't always see why someone should have felt offended by a remark.,i find it difficult to understand instruction manuals for putting appliances together.,-0.187914913,train
i don't talk a lot.,i prefer variety to routine.,-0.097454592,train
i like to do things for others.,i love my enemies.,0.166899051,train
"when i was a child, i put on fake concerts and plays with my friends.",i don't talk a lot.,-0.28446024,train
i have a fear of sexual relationships.,i am in control of and am responsible for the sexual aspects of my life.,-0.206726013,train
"in maths, i am intrigued by the rules and patterns governing numbers.","when i cook, i do not think about exactly how different methods and ingredients contribute to the final product.",-0.294268684,train
i believe that people are basically moral.,i detect mistakes.,-0.119668333,train
i am usually active and full of energy.,i seem to derive less enjoyment from interacting with people than others do.,-0.489501314,train
i continue until everything is perfect.,i rarely feel depressed.,0.064402377,train
i am always ready to start afresh.,i am mainly interested in money.,0.100243824,train
i am good at taking advice.,i don't know much about history.,0.049691884,train
i dislike talking about myself.,i find it necessary to please the people who have power.,-0.070235688,train
i avoid contacts with others.,"i when with a group, have difficulties selecting a good topic to talk about.",0.473475401,train
i get caught up in my problems.,i rarely look for a deeper meaning in things.,-0.030765451,train
i don't know why i do some of the things i do.,i engage in discussions.,-0.148668354,train
i enjoy having a clear and structured mode of life.,"before i leave my house, i check how i look.",0.093873105,train
i get even with others.,i seek status.,0.325661266,train
i would never cheat on my taxes.,i cry during movies.,0.081560051,train
i get overwhelmed by emotions.,i hate being the center of attention.,0.07818249,train
i continue until everything is perfect.,i rarely look for a deeper meaning in things.,-0.052291452,train
my connection to nature and the environment is a part of my spirituality.,"dependable, self-disciplined.",0.112376992,train
i can handle a lot of information.,i inquire about others' well-being.,0.05317383,train
i carry out my plans.,i seldom feel blue.,0.215591167,train
i am open about my feelings.,i believe that laws should be strictly enforced.,-0.02311246,train
i rarely feel angry with people.,i would be afraid to give a speech in public.,-0.051774433,train
i find life difficult.,i try to impress others.,0.082498245,train
i avoid mistakes.,i see myself as an average person.,0.082610078,train
i can't do without the company of others.,i criticize others' shortcomings.,-0.037681095,train
i go straight for the goal.,i have a dark outlook on the future.,-0.11781992,train
i am open about my feelings.,i have a strong need for power.,0.030257166,train
i find fault with everything.,i often feel uncomfortable around others.,0.307395104,train
i seldom experience sudden intuitive insights.,i don't know much about history.,0.1379929,train
sell houses.,run a toy store.,0.310609854,train
i hate waiting for anything.,i maintain high energy throughout the day.,-0.113645649,train
i make plans and stick to them.,i stick to the rules.,0.364447083,train
i would feel very badly for a long time if i were to steal from someone.,i do not like concerts.,-0.032435075,train
i have difficulty imagining things.,i check on things more often than necessary.,0.040082689,train
i was a slow learner in school.,i am exacting in my work.,-0.177137907,train
i believe that we should be tough on crime.,i hold back my opinions.,0.056096995,train
i am good at many things.,i make plans and stick to them.,0.213188131,train
i would be too nervous to go on a big rollercoaster.,"when i listen to a piece of music, i always notice the way it's structured.",-0.028891298,train
i don't let others cut in front of me in line.,i panic easily.,-0.169519392,train
i actively contribute to the happiness and well-being of others.,"as i get older i find myself more able to appreciate the people, events, and situations that have been part of my life history.",0.409963019,train
i love my enemies.,i am an original thinker.,0.0402541,train
i am considered to be kind of eccentric.,i wanted to run away from home when i was a child.,0.155762302,train
i generally prefer novelty over familiarity.,people respect me.,-0.10624164,train
i act like different people in different situations.,i believe that people are basically moral.,-0.079066746,train
i am quick to judge others.,i would never go hang-gliding or bungee-jumping.,0.065740899,train
i try to avoid situations where someone else tells me what to do.,long amounts of time can go by before i feel grateful to something or someone.,0.128795759,train
i seldom joke around.,i am annoyed by others' mistakes.,0.041098063,train
i am always prepared.,i believe that people are basically moral.,0.113251789,train
i don't pretend to be more than i am.,i am not all that curious about the world.,-0.000923007,train
i have no special urge to do something original.,i get too tired to do anything.,0.080510459,train
i am not easily annoyed.,i prefer variety to routine.,0.065140674,train
"if i say something that someone else is offended by, i think that that's their problem, not mine.","when i read something, i always notice whether it is grammatically correct.",-0.068972777,train
i usually like to spend my free time with people.,i keep things tidy.,0.036218994,train
"if i say something that someone else is offended by, i think that that's their problem, not mine.","when i learn about historical events, i do not focus on exact dates.",0.007696688,train
i am nice to people i should be angry at.,i seldom notice the emotional aspects of paintings and pictures.,-0.032221508,train
i am easily annoyed.,i avoid imposing my will on others.,-0.144768188,train
i misjudge situations.,i seldom feel weepy while reading the sad part of a story.,0.030561219,train
"i find it difficult to explain to others things that i understand easily, when they don't understand it first time.",friends usually talk to me about their problems as they say that i am very understanding.,-0.015512421,train
i dislike talking about myself.,i do not have an assertive personality.,0.209625104,train
i don't try to figure myself out.,i am always prepared.,-0.024614738,train
i am interested in people.,i love my enemies.,0.185214063,train
i feel discouraged about my sex life.,"if i developed a sexual disorder, my recovery would depend on how i myself dealt with the problem.",-0.066747807,train
i indulge in my fantasies.,i like to do things for others.,-0.061078904,train
i do things according to a plan.,i indulge in my fantasies.,-0.064654094,train
i rarely feel depressed.,i am self destructive.,-0.51612919,train
i take deviant positions.,i do unexpected things.,0.271773792,train
most things that affect the sexual aspects of my life happen to me by accident.,i believe that in the future the sexual aspects of my life will be healthy and positive.,-0.167906276,train
i am hard to get to know.,i feel that i have a lot of inner strength.,-0.122006297,train
i really enjoy caring for other people.,i am bad about keeping in touch with old friends.,0.003010877,train
i don't know much about history.,i keep others at a distance.,0.030613653,train
i act like different people in different situations.,i don't know much about history.,-0.101428811,train
i am the life of the party.,i don't know why i do some of the things i do.,-0.003174583,train
i don't see the consequences of things.,i would never go hang-gliding or bungee-jumping.,-0.031945936,train
i hate being the center of attention.,i am hard to get to know.,0.252776115,train
i often need help.,i shirk my duties.,0.193362185,train
i try to understand myself.,i don't think it's important to socialize with others.,-0.067011712,train
i can't stand confrontations.,i feel that others misunderstand me.,0.124981137,train
i am not easily annoyed.,i feel that people are against me.,-0.236264252,train
i am hard to get to know.,i am very pleased with myself.,-0.285132401,train
i keep my emotions under control.,i seldom get mad.,0.342980861,train
i disclose my intimate thoughts.,i don't let others discourage me.,0.003395213,train
i stick to the rules.,i would never take things that aren't mine.,0.265037317,train
i love to eat.,"i when interacting with a group of people, am often bothered by at least one of them.",0.044128723,train
i can say things beautifully.,i feel that others misunderstand me.,-0.069553134,train
i seldom feel weepy while reading the sad part of a story.,i want everything to add up perfectly.,0.019706708,train
i am not sure where my life is going.,i often feel uncomfortable around others.,0.349489217,train
i speak softly.,i stick to the rules.,0.114183066,train
i seldom daydream.,i am often in a bad mood.,-0.057168105,train
i avoid mistakes.,i don't mind being the center of attention.,-0.07870536,train
i have difficulty imagining things.,i would be afraid to give a speech in public.,0.091928306,train
i hate waiting for anything.,i rarely feel depressed.,-0.041966431,train
i am inclined to forgive others.,i feel that most people can't be trusted.,-0.355480235,train
i act like different people in different situations.,i love dangerous situations.,0.122548894,train
i am proud of the way i deal with and handle my own sexual desires and needs.,i am somewhat passive about expressing my own sexual desires.,-0.366988288,train
i carry out my plans.,i get easily agitated.,-0.147756876,train
i am quick to understand things.,i criticize others' shortcomings.,-0.018563723,train
i don't pretend to be more than i am.,i try not to think about the needy.,-0.168972436,train
i am quick to judge others.,i see myself as an average person.,-0.068416861,train
i feel healthy and vibrant most of the time.,i involve others in what i am doing.,0.314794919,train
i do things that others find strange.,i have difficulty expressing my feelings.,0.213445703,train
i like to do things on the spur of the moment.,"when i lend someone money, i expect them to pay me back exactly what they owe me.",-0.045768311,train
i feel that people are against me.,i rarely feel depressed.,-0.331084861,train
"whatever it takes, you must get the important people on your side.",i have so much in life to be thankful for.,-0.07858764,train
i act wild and crazy.,i often feel uncomfortable around others.,-0.168106378,train
i prefer a job where i have a lot of control over what i do and when i do it.,i am a long way from reaching final conclusions about the central issues in life.,0.143101567,train
i know how to comfort others.,i lack the talent for influencing people.,-0.339464428,train
i try to impress others.,i am likely to show off if i get the chance.,0.428188371,train
i usually enjoy being with people.,i value cooperation over competition.,0.053123869,train
i never spend more than i can afford.,i would describe my experiences as somewhat dull.,0.016955829,train
i will not probe deeply into a subject.,i make plans and stick to them.,-0.036484627,train
i am patient with people who annoy me.,i don't try to figure myself out.,-0.061052933,train
i know that my ideas sometimes surprise people.,i am hard to convince.,0.121846491,train
i follow a schedule.,i talk even when i know i shouldn't.,-0.054462932,train
i lack the talent for influencing people.,i stop when work becomes too difficult.,0.236948883,train
i am always ready to start afresh.,i get easily agitated.,-0.159212181,train
generate the monthly payroll checks for an office.,"extraverted, enthusiastic.",0.042565954,train
i am inclined to forgive others.,i am interested in many things.,0.102221117,train
i avoid mistakes.,i rarely feel depressed.,0.113456317,train
i keep others at a distance.,i am annoyed by others' mistakes.,0.197091153,train
i hold a grudge.,i check on things more often than necessary.,0.111127238,train
i can handle complex problems.,i would hate to be considered odd or strange.,-0.20095665,train
i do not have a good imagination.,i do just enough work to get by.,0.042740287,train
i hate being the center of attention.,i don't mind being the center of attention.,-0.753692575,train
long amounts of time can go by before i feel grateful to something or someone.,there are many people i can trust completely.,-0.229102474,train
i am not sure where my life is going.,i continue until everything is perfect.,-0.194358881,train
i do things out of revenge.,i don't worry about things that have already happened.,-0.09580853,train
i prefer to avoid situations where someone else has to tell me what it is i should be doing.,i know that i am special because everyone keeps telling me so.,0.136907629,train
i continue until everything is perfect.,i seldom daydream.,0.014011062,train
"i try to avoid problems that don't seem to have only one ""best"" solution.","before i leave my house, i check how i look.",-0.107922457,train
i am afraid to draw attention to myself.,i come up with good solutions.,-0.199028882,train
i am easily distracted.,i try to impress others.,0.183921975,train
i am on good terms with nearly everyone.,i indulge in my fantasies.,-0.038898859,train
i am inclined to forgive others.,i react strongly to criticism.,-0.027256009,train
going to the doctor is always awkward for me.,i would never go to a dance club.,0.210983489,train
i enjoy having sex with people i hardly know.,i'm always trying to figure myself out.,-0.012226695,train
i don't mind being the center of attention.,i love to reflect on things.,0.012314162,train
problems that cannot be considered from just one point of view are a little threatening.,my social relationships are supportive and rewarding.,-0.094541119,train
help people who have problems with drugs or alcohol.,operate a beauty salon or barber shop.,0.216587689,train
i come up with something new.,i become frustrated and angry with people when they don't live up to my expectations.,-0.00181538,train
i pay attention to details.,i am usually active and full of energy.,0.069959741,train
i find fault with everything.,i rebel against authority.,0.183773469,train
i tell other people what they want to hear so that they will do what i want them to do.,i have time for play and relaxation.,-0.012722388,train
"when i learn about historical events, i do not focus on exact dates.",i do not tend to watch science documentaries on television or read articles about science and nature.,0.125951388,train
i am mainly interested in money.,i find it necessary to please the people who have power.,0.233968952,train
i don't let others cut in front of me in line.,i spend a lot of time reading.,-0.021876451,train
i have difficulty showing affection.,i don't care what others think.,0.123176651,train
i am out for my own personal gain.,"i want everything to be ""just right"".",0.005377079,train
i pay attention to details.,i would describe my experiences as somewhat dull.,-0.085910507,train
i try to understand myself.,i would not enjoy a job that involves a lot of social interaction.,0.105978544,train
i am good at many things.,i find it hard to forgive others.,-0.01086938,train
i like to be thought of as a normal kind of person.,i love to reflect on things.,-0.017896613,train
i often worry about things that turn out to be unimportant.,i would feel very badly for a long time if i were to steal from someone.,0.127027181,train
i prefer to eat at expensive restaurants.,i enjoy intellectual games.,0.045109747,train
i am easily distracted.,i feel that i have a lot of inner strength.,-0.215470548,train
i come up with something new.,i would never take things that aren't mine.,0.066624832,train
i believe in human goodness.,i let myself be influenced by others.,0.032983166,train
i am hard to get to know.,i take no time for others.,0.259861902,train
i am not good at deceiving other people.,i rebel against authority.,-0.131758735,train
i like to get revenge on authorities.,it frustrates me not having all the information i need.,-0.064787924,train
i talk a lot.,i try to follow the rules.,-0.007814207,train
i seldom feel weepy while reading the sad part of a story.,i speak softly.,0.038777905,train
i am willing to take risks.,i feel healthy and vibrant most of the time.,0.261362189,train
i dislike loud music.,i don't mind eating alone.,0.069358598,train
i believe that laws should be strictly enforced.,i speak ill of others.,-0.02050864,train
study the structure of the human body.,play a musical instrument.,0.146603339,train
i am able to make decisions without being influenced by people's feelings.,"i can usually appreciate the other person's viewpoint, even if i don't agree with it.",0.048266173,train
i have some bad habits.,i would fear walking in a high-crime part of a city.,0.009631319,train
"open to new experiences, complex.","disorganized, careless.",0.081032261,train
i love luxury.,i criticize others' shortcomings.,0.181874874,train
i can't be bothered with other's needs.,i often need help.,-0.009987555,train
i have difficulty expressing my feelings.,i try not to think about the needy.,0.150541712,train
i indulge in my fantasies.,i need a creative outlet.,0.22194648,train
i am considered to be kind of eccentric.,i am not always what i appear to be.,0.128137201,train
i am interested in many things.,i like to be thought of as a normal kind of person.,-0.045291751,train
i am out for my own personal gain.,i show my feelings when i'm happy.,-0.164998127,train
i enjoy being part of a loud crowd.,i need a creative outlet.,0.053463292,train
i dislike being the center of attention.,"i when with a group, have difficulties selecting a good topic to talk about.",0.333298648,train
i like to begin new things.,i love to reflect on things.,0.166207058,train
i am mainly interested in money.,i act like different people in different situations.,0.138440239,train
i immediately feel sad when hearing of an unhappy event.,i am not good at telling jokes.,0.045235839,train
i am usually active and full of energy.,i seldom get mad.,-0.009598176,train
i have read the great literary classics.,i mess things up.,0.082846693,train
